Year,Quarter,Month,Week,Start_date,End_Date,Total_Orgs,New organisations,Number of Datasets on HDX,New datasets per week,CODs,Sub-national,Geodata ,Datasets on request,Datasets with Quick Charts ,Datasets with Showcase ,Datasets with HXL tags ,organizations_with_datasets,New total orgs with data this week,organizations_without_datasets,New total orgs without data this week,users_completed_registration,users_not_completed_registration,Total Users,New users per week,Direct downloads,Web downloads,Total downloads
2022,2022 Q1,March,Week 11,"Monday, March 14, 2022","Sunday, March 20, 2022",363,1,18879,,,,8304,69,8073,10160,,279,,84,,,,,,"105,271","18,501",123772
2022,2022 Q1,March,Week 12,"Monday, March 21, 2022","Sunday, March 27, 2022",364,1,18914,,,,8335,70,8060,10180,,282,,82,,,,,,"84,469","18,548",103017
2022,2022 Q1,March,Week 13,"Monday, March 28, 2022","Sunday, April 3, 2022",364,0,18920,,,,8337,70,8065,10182,,283,,81,,,,,,"97,074","18,029",115103
2022,2022 Q2,April,Week 14,"Monday, April 4, 2022","Sunday, April 10, 2022",364,0,18970,,,,8355,70,8069,10191,,283,,81,,,,,,"79,714","19,434",99148
2022,2022 Q2,April,Week 15,"Monday, April 11, 2022","Sunday, April 17, 2022",364,0,19218,,,,8599,72,8069,10194,,283,,81,,,,,,"79,681","16,516",96197
2022,2022 Q2,April,Week 16,"Monday, April 18, 2022","Sunday, April 24, 2022",365,1,19222,,,,8599,76,8071,10197,,284,,81,,,,,,"74,446","17,787",92224
2022,2022 Q2,April,Week 17,"Monday, April 25, 2022","Sunday, May 1, 2022",366,1,19006,,,,8599,76,8073,10194,,284,,82,,,,,,"92,191","17,937",110150
2022,2022 Q2,May,Week 18,"Monday, May 2, 2022","Sunday, May 8, 2022",366,0,19011,,,,8602,76,8076,10195,,285,,81,,,,,,"72,045","15,331",87369
2022,2022 Q2,May,Week 19,"Monday, May 9, 2022","Sunday, May 15, 2022",366,0,19031,,,,8603,76,8077,10197,,286,,80,,,,,,"82,336","17,238",99573
2022,2022 Q2,May,Week 20,"Monday, May 16, 2022","Sunday, May 22, 2022",365,-1,19031,,,,8605,76,8074,10197,,286,,79,,,,,,"13,839","16,337",30176
2022,2022 Q2,May,Week 21,"Monday, May 23, 2022","Sunday, May 29, 2022",365,0,19006,,,,8576,76,8077,10194,,286,,79,,,,,,,"15,661",15661
